ID,Frase,"Valor
Real","Evento
Adverso"
1491, dipirona ranitidina eu sem dor porem dormindo .,não tem,não tem
1492, dipirona resolve tudooo ta gripada toma umas gotinhas de dipirona ta com cólica dipirona se acidentou quebrou o pescoço trás a dipirona .,não tem,não tem
1493, dipirona salvando meu sono partiu tentar dormi já que diminuiu a dor .,não tem,não tem
1494, dipirona serve pra colica é o unico que teeeeeeeeeem .,não tem,não tem
1495, dipirona serve pra cólica né pq se não servir e eu morrer a culpa não foi minha .,não tem,não tem
1497, dipirona tirou minha dor mas me deu uma azia .,tem,não tem
1499, disfunção erétil disfunçãoerétil sildenafila http pt slideshare net niraldo disfuno ertil 59907139 via slideshare .,não tem,não tem
1500, disfunção erétil e a tadalafila http fb me vi7ix4tp .,não tem,não tem
1502, dizem que cafeína ajuda a amenizar a dor .,não tem,não tem
1505, documentos para viajar com comprovante de vacina contra raiva atestado de saúde fornecido por um veterinário dicasgol petnagol .,não tem,não tem
1506, doença atinge meia dúzia de berola quero a vacina pra obesidade https twitter com elivieira status 812106662395969536 .,não tem,não tem
1507, doença conhecida como inveja vontade de ser vc querer estar em seu lugar já tomei vacina contra pessoas assim .,não tem,não tem
1508, doença crônica e de origem metabólica o diabetes é caracterizado por um aumento anormal do açúcar ou glicose no http fb me 7vkhjyhdx .,não tem,não tem
1509, doença da gerusa é pq ela foi abduzida por aliens .,não tem,não tem
1510, doença de cárcere enxaqueca hipertensão e colasterol alto receita doril losartana e https www instagram com p bewrbhpjoqi .,não tem,não tem
1511, doença de nicotina ué .,tem,não tem
1512, doença de parkinson acham dois dicas dela neuroproteção e do aumento natural da dopamina pdf http fb me 1adtghw6n .,não tem,não tem
1513, doença de parkinson acham dois dicas dela neuroproteção e do aumento natural da dopamina pdf http fb me 1hje5qwd9 .,não tem,não tem
1514, doença de parkinson acham dois dicas dela neuroproteção e do aumento natural da dopamina pdf http fb me 3kcjwdejo .,não tem,não tem
1515, doença do caracol raivoso kkk .,não tem,não tem
1516, doenças hipertrofia usa muito lipidios pelo cresce musculo fraco insuficiencia perda de sal na urina pouca glicose no sangue fraqueza .,não tem,não tem
1517, doente bem novinha já acordo com dor de estômago cad meu omeprazol .,não tem,não tem
1518, doente entupida de cafeína com a ansiedade lá em cima só mais uma madrugada qualquer .,não tem,não tem
1519, doi dms eu acordei umas 10 vezes nessa madrugada de dor tomei quase uma cartela de ibuprofeno hj kkkkkk .,tem,não tem
1520, dois comprimidos de dipirona mais um travesseiro vamos ver se a dor de cabeça e o estresse ansiedade angústia passam .,não tem,não tem
1521, dois da alergia o de dormir faixa preta e paracetamol .,não tem,não tem
1522, dois dias que não tomo omeprazol e tô o dia todo com dor .,não tem,não tem
1523, domingo com d de demônio dor depressão dipirona destruição dvamo se mada dmeteoro na terra .,não tem,não tem
1524, dopamina cardiotônico não digitálico indicação choque séptico cardiogênico e baixo fluxo renal disfunção http fb me z8egsddr .,não tem,não tem
1525, dopamina e ansiedade .,não tem,não tem
1526, dopamina em excesso causa depressão .,não tem,não tem
1527, dopamina latina eu suporto bem a dor mas que tava doendo tava kkkkkkkkkkkkkkkk .,não tem,não tem
1528, dopamina presente nas suprarrenais indispensável para a atividade normal do cérebro sua ausência provoca a doença de parkinson .,não tem,não tem
1530, dor colocar bicarbonato de sódio em uma afta .,não tem,não tem
1532, dor de amor dói mas vcs ja passaram bicarbonato de sódio numa ferida na boca .,tem,não tem
1533, dor de barriga segundo dia chá sene é potente até demais af .,tem,não tem
1534, dor de bexiga é horrível .,não tem,não tem
1535, dor de cabeça acabei de tomar naproxeno e insônia mas amei esse texto repost https www instagram com p balvy kr6mv .,tem,não tem
1536, dor de cabeça aceito uma massagem e um ibuprofeno .,não tem,não tem
1537, dor de cabeça acho que é falta de cafeina .,não tem,não tem
1538, dor de cabeça alguem traz um dipirona pfvr .,não tem,não tem
1539, dor de cabeça constante devido ao efeito colateral que o lansoprazol está me acusando .,não tem,não tem
1540, dor de cabeça da porra acho que é falta de cafeina .,não tem,não tem
1541, dor de cabeça do caralho eu tomei 2 comprimido de paracetamol de 750 mg e daí tasquei um zolpidem pra ver se dormia odeio dor de cabeça .,não tem,não tem
1542, dor de cabeça dor no estômago sinusite atacada acetilcisteina omeprazol tá maneiro .,não tem,não tem
1544, dor de cabeça e de garganta ao mesmo tempo é uma desgraça pessoa já engole uma dipirona e come uma pastilha pra garganta aaaaaa .,não tem,não tem
1546, dor de cabeça e gastrite atacada sdds tomar omeprazol regularmente .,não tem,não tem
1547, dor de cabeça e muito sono google sintomas de vicio em cafeina procurar .,não tem,não tem
1548, dor de cabeça e tontura graças a glicose joelho fodido não sei pq mãe reinando que hoje não saio de casa tudo bem bom pra esse sábado .,não tem,não tem
1549, dor de cabeça é um inferno pra mim depois que adquiri alergia a dipirona e aspirina pq nenhum remedio sem eles funciona pra mim .,tem,não tem
1551, dor de cabeça falta de cafeína .,tem,não tem
1552, dor de cabeça há quase 3 dias já tomei paracetamol e ibuprofeno alguém da tl tem sugestões .,tem,não tem
1553, dor de cabeça ibuprofeno dor no corpo ibuprofeno estress ibuprofeno coração partido uso ibuprofeno ressaca moral ibuprofeno .,não tem,não tem
1554, dor de cabeça insônia alterações de humor e ansiedade pode ser o resultado da dependência de cafeína .,tem,não tem
1556, dor de cabeça ja isso pq ainda não tomei minha cafeina af .,não tem,não tem
1557, dor de cabeça motivo excesso de cafeína .,tem,não tem
1558, dor de cabeça por falta de cafeína .,tem,não tem
1559, dor de cabeça por falta de cafeína no corpo .,tem,não tem
1560, dor de cabeça por motivos de nicotina .,tem,não tem
1561, dor de cabeça pra caralho sem nicotina no corpo a quase 5 dias meu deus me ajuda .,tem,não tem
1562, dor de cabeça precisando de uma glicose .,não tem,não tem
1563, dor de cabeça tomou conta e minha glicose abalada .,não tem,não tem
1564, dor de cotovelo dói né stalkear a vida alheia minuto a minuto tô começando a ficar com pena fluoxetina tá dando conta não poxa .,não tem,não tem
1565, dor de dente sofridão horror ibuprofeno .,não tem,não tem
1566, dor de estômago e meu omeprazol acabou q morte horrível .,não tem,não tem
1567, dor de garganta e acabou o nimesulida vai tomar no cu que vou ter que passar a noite mal .,não tem,não tem
1568, dor de ouvido desgraçada e nao quero entra na nimesulida porque me faz meio mal .,não tem,não tem
1569, dor de ouvido voltando a me infernizar desce uma azitromicina .,não tem,não tem
1573, dor não cura com penicilina .,não tem,não tem
1574, dor não cura com penicilina nowplaying meu amor minha flor minha menina de zeca baleiro http spoti fi 1yqe2ia .,não tem,não tem
1575, dor não dura com penicilina .,não tem,não tem
1577, dor nas costas falta de vitamina d vício em cafeína e nicotina .,não tem,não tem
1579, dor no estomago e dor na garganta pantoprazol ou cefalexina ou os dois que será o equivalente á morte súbita .,não tem,não tem
1580, dor no estômago não a omeprazol que resolva .,não tem,não tem
1581, dor no estomago nao dormi a noite inteira ja tomei omeprazol e nada .,tem,não tem
1582, dor no estômago não é de deus tomei omeprazol e nadaaaaaa .,não tem,não tem
1583, dor no estômago omeprazol já não faz mais efeito .,tem,não tem
1584, dor no estômago ta foda kd meu omeprazol purfa .,não tem,não tem
1585, dor no estômago tipo acidez aí é bom omeprazol mas demora um pouquinho msm pra ter efeito .,não tem,não tem
1586, dorflex me dá alergia sou adepto ao paracetamol ou paracetaloka como eu chamo .,tem,não tem
1587, dorflex n posso tomar ibuprofeno é o melhor mas n tem como pq mesmo suprimindo uns 80 da dor resta a restrição de movimento .,tem,não tem
1588, dorflex vai te dar mais do no estômago ainda ppr conta dos compostos toma omeprazol muito bom pra dor .,tem,não tem
1589, dorflexoficial eu tomava dorflex mas tive alergia a dipirona e não posso mais tomar se fizer com paracetamol será maravilhoso .,tem,não tem
1590, dormi com óleo de rícino no cabelo e acordeu explodindo de dor de cabeça .,tem,não tem
1591, dormindo cm óleo de ricino e óleo de coco na cabeça amanhã cedo já vai dar pra fritar um ovo já cm calor e todo esses óleos na cabeça .,não tem,não tem
1592, dormir a tarde inteira e ter crises de ansiedade é quase a mesma coisa que cafeína na minha vida .,não tem,não tem
1594, dormire dormir dormi dorm dor do dop dopa dopam dopami dopamin dopamina .,não tem,não tem
1596, dps fica morrendo aí com a glicose alta zzzzzzz já cansei de reclamar falo nem mais nd p não arrumar confusão .,não tem,não tem
1597, dr me deu piroxicam pra dor no braço mas ele nao entende q nem esse nao adianta mais .,tem,não tem
1598, drama da noite tomei paracetamol pra dor de cabeça e agora estou com cólica e não posso tomar o tylex .,tem,não tem
1601, dres problema de digestão mano uma colherzinha de café de bicarbonato de sodio e mta alada vc da uns burp e nunca mais ouve falar da dor .,não tem,não tem
1602, dri tem um remedinho pra dor aí na sua bolsa dipirona loratadina motilium omeprazol seakalm seakalm .,não tem,não tem
1603, droga tô com dor de garganta adivinhem quem vai ficar doente e ainda tô sem nimesulida em casa .,não tem,não tem
1604, drrecomenda mais oq faço então doi muito é desesperador a nimesulida que faz amenizar a dor .,não tem,não tem
1606, duas virginiana indignadas pq qdo era a fluoxetina da capsula verde e branca a gt tava de boa e agora com a rosa tamo se fodendo de azia .,não tem,não tem
1607, dudaggomes lauralvitola febre que não passa e a taxa de glicose tava baixa eu desmaiei no meio do soro .,não tem,não tem
1608, durante a amamentação n deve se tome alimen acidos tipo refri pq passa cafeina da coca pro leite da cólica e fica mais agitado .,não tem,não tem
1609, durante o dia niquitin libera doses terapêuticas de nicotina aliviando a ansiedade e outros sintomas da fissura pic twitter com exyxj1onv7 .,não tem,não tem
1610, durante um ano vou ter que vim de floripa a joinville uma vez por semana pra aplicar uma vacina contra esse tanto de alergia que eu tenho .,não tem,não tem
1611, durmo fora to sem pantoprazol aí fico todo fodido cheio de cólica legal .,não tem,não tem
1612, durmo no máximo umas 4h nessa noite descubro que o efeito da penicilina demora 24 48h pra começar agir absolutellyputaço dor novamente .,não tem,não tem
1613, é a base d ibuprofeno porem é um pozinho fortissimo maravilhoso tomba a dor .,não tem,não tem
1614, e a dependência do cigarro não fazem uma vacina pq no cigarro e no álcool conseguem arrecadar impostos e isso http fb me 8all7liba .,tem,não tem
1615, e a depressão pós obesidade mato com venlafaxina https twitter com pedrofabrini status 697622841206956032 .,não tem,não tem
1616, é a diva oficial parou de responder deve ter entrado em coma alcoólico alguém por favor aplica glicose na veia dessa pessoa .,não tem,não tem
1617, é a enxaqueca como resposta por falta da dose diária de cafeína acabo tomando uns 6 copos de café ao longo do dia .,tem,não tem
1618, e a febre vitamina c e sono é o que eu preciso .,não tem,não tem
1619, é a garganta mas todos só passaram remédio p febre aí eu to dando ibuprofeno q é anti inflamatório também .,não tem,não tem
1620, e agora josé zica ou vacina confusão da zorra http fb me 525zmbkuv .,não tem,não tem
1621, e agora o twitter me fez descobrir que o edu testosterona ainda existe que morte horrível .,não tem,não tem
1622, e agora ta tocando um sertanejo pesado dor d corno e a galera bebendo suco e vitamina .,não tem,não tem
1623, e aí eu fui tomar tramal na veia e falei pra médica que tinha passado a dor só pra não tomar morfina mas não tinha .,não tem,não tem
1624, e ainda disse que serve pra todas as dores crônicas mas não sempre só qnd tiver a dor e é melhor que dopamina pq eh natural .,não tem,não tem
1625, e ainda por cima acabou o omeprazol só omeprazol salva a dor de gastrite depois da raiva .,não tem,não tem
1626, e amanhã vou extrair os sisos minha agenda dessa semana só envolve dor .,não tem,não tem
1627, é antialérgico vacina nebulização e nada supera essa alergia mt legal né non .,não tem,não tem
1628, e apesar do escitalopram ter melhorado bem a ansiedade não afetou a depressão aí to preocupada em cagar tudo .,não tem,não tem
1629, e assim fica mais melhor o calor de matar pic twitter com 6yj4eahipq .,não tem,não tem
1630, e betametasona na nossa vida haja corticoide hauahau af e nesse calor entao td coçando triste demais .,não tem,não tem
1631, é bizarro como a cafeína em demasia consegue gerar ataque de pânico e uma ansiedade muito difícil de lidar no meu caso .,tem,não tem
1632, é bom não faz como eu q comi pizza to com enxaqueca e só tem tilenol con cafeina ou ibufreno em cada .,não tem,não tem
1633, é cada raiva q eu passo com esse medidor de glicose q não tá descrito na história .,não tem,não tem
1634, é calor com marijuana com tabaco e mais calor e cafeína .,não tem,não tem
1635, e cigarro não vai aliviar tanto a ansiedade pq tu vai adquirir o estresse por falta de uso da nicotina .,não tem,não tem
1636, e com esse último rt significa que logo menos eu vou morrer de tanta dor de estomago pois gastrite e omeprazol suspenso .,não tem,não tem
1637, e com sabonete específico pra rosto ou de glicerina nunca usar nada em creme no rosto so em gel comprar protegor anti acne .,não tem,não tem
1638, e comecei a tomar a sertralina hoje mas tive picos de ansiedade hahahahahaha .,não tem,não tem
1639, é comum ficar inchada na gravidez o inchaço na gravidez acontece em função do aumento do hormônio progesterona http fb me 4zbg9l3mm .,não tem,não tem
1640, é das minha mermo e eu acho q lembrava q tu tinha alergia por isso comentei do dipirona q é um aine é alergia q tu tem .,não tem,não tem
1641, e deus me livre eu ter uma crise de ansiedade e ir pro hospital da última vez precisou de dois enfermeiros e uma dose de morfina .,não tem,não tem
1643, é dor d cabeça vontade d mijar glicose alta .,não tem,não tem
1644, é dor de garganta sinusite cólica e enxaqueca alguém me aplica uma morfina .,não tem,não tem
1645, é então o efeito da prednisona é melhor depois que a alergia acontece .,não tem,não tem
1646, é escroto demais ter passado a ter alergia a dipirona passava a dor tão rapidinho .,não tem,não tem
1647, e essa colica maldita que nao passa a preguiça de comprar o nimesulida me fez tomar aquela droga de buscopan que nao serve pra nada .,não tem,não tem
1648, e essa dor no estômago chegou foi desgraçando tudo cad o lansoprazol .,não tem,não tem
1649, e essa dor no estômago que não passa desde de cedo depois de 3 omeprazol .,não tem,não tem
1650, e essa dor no rim maldito sertralina .,tem,não tem
1651, e essas porra de remédio de cólica não adianta só o mais forte do paracetamol que alivia .,não tem,não tem
1652, e esse calor de murchar folha de zinco ce tá é doido .,não tem,não tem
1653, e esse permanganato de potassio em meio acido e no calor ai em .,não tem,não tem
1654, e esses áudios de vocês ai vai ficar postando todo dia um pouco tenho ansiedade então avisa logo pra comprar a fluoxetina .,não tem,não tem
1655, e eu achando que iria fazer um calor zinco gostoso nesses dias .,não tem,não tem
1656, é eu esquecer de tomar um dia o omeprazol que da azia to de saco cheio dessa gastrite .,não tem,não tem
1657, é eu ficar ansiosa que vivo à base de omeprazol e remedio p dor de cabeça .,não tem,não tem
1658, e eu posso ate ter pegado uma doenca daquele cachorro do meu vo e eu n fui tomar vacina .,não tem,não tem
1659, e eu que achava que a dor de colica de um bêbe era a pior dor que ele podia sentir mas nao a dor da vacina e mil vezes pior .,não tem,não tem
1660, e eu que achava que alergia a dipirona era frescura .,não tem,não tem
1661, e eu que nao posso tomar benzetacil pq tenho alergia a penicilina .,tem,não tem
1662, e eu que tenho alergia a ibuprofeno .,tem,não tem
1663, e eu que tive que tomar duas dipirona pra parar essas colica fora de epoca .,não tem,não tem
1664, e eu tenho alergia a cefalexina .,tem,não tem
1665, e eu tenho alergia a nicotina .,tem,não tem
1666, e eu tenho azia diariamente tenho sempre que tomar omeprazol pra não sentir tanto desconforto .,não tem,não tem
1667, e eu terceiro dia em santos fui parar no hospital e tomei morfina pra colica .,não tem,não tem
1668, e eu to sem cafeína no sangue desde a hora que acordei e não sei como não desmaiei de dor de cabeça ainda .,tem,não tem
1671, e eu vou ter q toma dipirona dnv pq estou com cólica .,não tem,não tem
1673, é foda eu não posso tomar vacina só miguel tomou mas pelo que li o maior problema é o desconforto só graças a deus .,não tem,não tem
1675, e horrível dor passo por isso mas o q resolve na maioria das vezes e omeprazol msm .,não tem,não tem
1676, é impossível que 3 dias de nimesulida não tenham resolvido minha dor de garganta .,tem,não tem
1677, é impressionante o efeito da cefalexina tomei ontem hj e já melhorou 50 a dor da minha garganta .,não tem,não tem
1678, é incrível como a falta de cafeína me faz ter dor de cabeça .,tem,não tem
1679, é incrível o que a dependência de cafeína pode causar .,tem,não tem
1680, é isso vou ter que enfiar nimesulida nesse corpinho maravilhoso até a dor passar .,não tem,não tem
1682, e lipídeo é percursor de hormônio sexual quem bane da dieta tem disfunção hormonal a gracyanne não engravida pela testosterona alta .,não tem,não tem
1683, é mas ouvi dizer que só de mastigar ele já tem a ação parecida com a do ibuprofeno e ajuda na enxaqueca e tal .,não tem,não tem
1684, é meio incompreensível que eu esteja tomando amoxicilina clavulanato nimesulida e usando gotas no ouvido e ainda ter dor .,não tem,não tem
1685, e minha bênção de final de ano foi descobrir que as minhas crises de enxaqueca são provocadas por abstinência de cafeína .,não tem,não tem
1687, e mó engraçado ter dor de cabeça porque está com falta de cafeína eisisks .,tem,não tem
1688, é muita dor deus me livre ainda bem q tenho estoque de ranitidina pq se n tava lascada .,não tem,não tem
1689, é muito estranho ver meu pai com glicose 600 quando o indicado é 70 90 e eu desmaiar e ter tontura por glicose baixa 45 60 .,não tem,não tem
1690, é muito importante a conservação adequada pois tanto o congelamento quanto o calor anulam a eficiência da vacina http fb me 65ibrsd0q .,não tem,não tem
1692, e não nos deixei cair no paracetamol mas livrai nos da ansiedade amém .,não tem,não tem
1693, e não passa bicarbonato de sódio pq pelo q vi só serve pra neutralizar a dor e a cicatrização junto .,não tem,não tem
1694, e nem vai morrer né já viu alguém morrer por causa da vacina acho que só dá ruim quando dá reação de alergia ou sei la .,não tem,não tem
1695, e nenhum remédio passa minha cólica a única coisa que faz ela parar é eu tomando dipirona na veia mesmo tô quase indo no hospital .,não tem,não tem
1696, e nesse frio zinco nada melhor do que o calor de quem vc ama keilianialili home sweet home https www instagram com p bajkzz6hxjd .,não tem,não tem
1697, e nóis fica como ssumermo c dor de cabeça pela falta de cafeína .,não tem,não tem
1699, e o armário cheio de ranitidina e dipirona pra dor no estomago e dor de cabeça http fb me 3cf9xb57o .,não tem,não tem
1700, e o cara vai me dar omeprazol pra passar a dor tipo eu tomo isso em casa sabia querido e não faz mais efeito .,não tem,não tem
1701, é o contrário parar de fumar diminui a ansiedade http www uai com br app noticia saude 2016 11 15 noticias saude 196786 e o contrario parar de fumar diminui a ansiedade shtml cigarro vícios fumo fumantes nicotina .,não tem,não tem
1702, e o foda é que eu não trouxe minha querida dipirona e eu tô cheia de medo de sentir cólica forte .,não tem,não tem
1703, e o medo de no meio disso tudo ter alguma substância que me causa alergia só confio em ibuprofeno .,não tem,não tem
1704, e o meu ciclo de vida continua frio febre dipirona calor frio febre dipirona calor fr .,não tem,não tem
1705, e o omeprazol pra dor de estômago .,não tem,não tem
1706, e o omeprazol que acabou aqui e eu tô me dobrando de dor .,não tem,não tem
1707, e o pior é que sinto calor em situações assim alguém me dá morfina plmdds .,não tem,não tem
1708, é o puro stress e aumento na dose de nicotina e pra não ter dor de cabeça aquieta o rabo da sua mina .,não tem,não tem
1709, e o tizzi 9 disse que bicarbonato de sódio é bom pra azia e eu como pasta de dente preciso urgente ser estudada .,não tem,não tem
1712, é possível sentir dor de cabeça por tomar muito café .,não tem,não tem
1714, é pq tinha que tomar a vacina da febre amarela que tava atrasada por isso demorou .,não tem,não tem
1716, e pra dor só tem dipirona to lascado .,não tem,não tem
1717, e pra não sentir dor encho o rabo de lidocaína mesmo .,não tem,não tem
1721, é preciso muita moleza fraqueza debilidade viadagem boiolagem baitolagem falta de testosterona do estado para permitir ocupação de escolas .,não tem,não tem
1722, é preciso ser muito weird p ter alergia a paracetamol .,tem,não tem
1723, é problema de fígado excesso de peso glicose alta tiróide enxaqueca sono em excesso tô quase morta ja .,não tem,não tem
1724, e provavelmente tontura por falta de glicose .,não tem,não tem
1725, e qnd vc precisava muito tomar uma vacina e tem alergia a um dos componentes vc faz o que aplica no medo ou chora qq ta contecendo mds .,tem,não tem
1726, e qndo a miga ta com colica e eu falo toma aqui esse paracetamol miga é o que .,não tem,não tem
1727, e quando nao toma teu corpo pede começa por um mal estar e acaba com uma baita dor de cabeça porque o corpo pede pela cafeína .,tem,não tem
1728, e quando td vez q vc fica internado quase te matam injetando logo oq eu falo que tenho alergia dipirona .,tem,não tem
1729, é que essas tremedeiras podem dar baixa de glicose por ex que é oq leva ao coma alcoólico tem casos assim .,não tem,não tem
1730, é que fico com raiva mas é normal kkk não vou escurecer que vou me arrepender é esperar agora né kkkkk .,não tem,não tem
1731, é que omeprazol se toma em jejum normalmente ou pré refeição e eu nem tenho aqui agora mas nunca tomei remédio pra azia msm .,não tem,não tem
1732, e se eu tiver alergia a dipirona huheyeheue .,não tem,não tem
1733, e se eu tomo aqueles buscopan dipirona pra cólica eu fico mais mole que pau de tarado .,não tem,não tem
1734, e se fosse possível se livrar do vício em cocaína pesquisadores desenvolvem vacina contra dependência da droga http portalnoar com e se voce puder se livrar do vicio da cocaina com uma picada pesquisadores desenvolvem vacina .,não tem,não tem
1735, é sempre assim coé mãe tem novalgina aí mó dor de cabeça tu não tomou café né peraí que eu vou fazer .,não tem,não tem
1736, é sim tudo culpa do povo que tem dor de cabeça e toma cefalexina kkk só jesus .,não tem,não tem
1737, e só nimesulida passa minha cólica .,não tem,não tem
1738, e somos tive um ataque de raiva aqui sabes como e o veterinario n tava la pra eu dar a vacina hoje .,não tem,não tem
1739, é tanta dor de estomago q se eu tomasse 1 omeprazol pra cada vez ia ter uma overdose .,não tem,não tem
1740, é tanta dor muscular que acho que nem dipirona resolve meu problema hoje .,não tem,não tem
1741, é tão sério isso qualquer um pode ter essa doença ela não escolhe classe social santa fluoxetina tem me ajudado http fb me 1u7pwsqk0 .,não tem,não tem
1742, e tem fluoxetina q dê jeito rt sakasakamori com dilma brasil está em depressão http ossamisakamori blogspot com https twitter com sakasakamori status 694029893504495617 photo 1pic twitter com 1tonyvydfg .,não tem,não tem
1743, e tenho que tomar vacina de febre amarela .,não tem,não tem
1744, e tipo nicotina pura uma amor com dor e aventura que prendi tipo a ditadura .,não tem,não tem
1745, e to com uma azia desgraçada jpa tomei omeprazol mas não passa .,tem,não tem
1746, e to pensando em comprar cafeina em capsula mas eu ja tenho ansiedade de afu entao nem sei se vale arriscar .,não tem,não tem
1747, e to tomando nimesulida pra aliviar a dor e não ter inflamação .,não tem,não tem
1748, e tomei um treco horroroso pra fazer tive que tomar glicose que morte horrivel .,não tem,não tem
1749, é triste ser sapatao ter cólica e ter q tomar piroxicam pra passar .,não tem,não tem
1750, é tudo culpa da minha alergia a dipirona gente e ainda junta com mapa astral aí ferrou perdoaeu hahahaa http fb me 3eksjzesr .,tem,não tem
1751, e um ibuprofeno pra passar a dor na garganta socorro .,não tem,não tem
1752, é uma doença caracterizada pela menstr irregular alta produção do hormônio masculino testosterona e presença d micro cistos nos ovários .,não tem,não tem
1753, é uma doença dos séculos negros apanhada normalmente no mar e curada com vitamina c. é uma mistura muito loca de ansiedade saudades medo felicidade e mais quinhentas emoçoes .,não tem,não tem
1754, é uma verdade com alto risco de hemorragia o omeprazol pode impedir sangramento de tubo digestivo potencialmente fatal .,não tem,não tem
1755, é urgente por favor quando o sertralina 50m chegará tô c uma pessoa c câncer e depressão severa .,não tem,não tem
1756, é vacina contra raiva .,não tem,não tem
1758, eae desenvolveu umas paradas em 2016 sim ansiedade maus hábitos glicose .,não tem,não tem
1760, efedrina pra que se nois tem febre e sua pra carai .,não tem,não tem
1761, efeito colateral do meu querido zolpidem alucinação .,tem,não tem
1762, efeito rivotil olanzapina confusão entre dia e noite desconexão da realidade https twitter com fegomes74 status 717130253387350016 .,não tem,não tem
1764, efeitos colaterais da azitromicina di hidratada vaginite inchaço da vagina e cefaléia dor de cabeça qual será que eu vou ter primeiro .,não tem,não tem
1765, efeitos da quetiapina sobre as plaquetas na depressão maior http www medcenter com contentnews aspx id 231067 emkt 1 langtype 1046 .,não tem,não tem
1766, efeitos secundários de zolpidem denuncie qualquer novo ou piora dos sintomas ao seu médico tais como depressão ansiedade .,não tem,não tem
1767, égua muito triste passar por isso de vez em quando a dor no estômago ataca mas eu insisto no café e me entupo de omeprazol .,não tem,não tem
1768, eh serio eu vou ter que tomar um bicarbonato de sódio pq o meu estomago ta assim fervilhando igual um caldeirão de raiva .,não tem,não tem
1769, eh sim nortriptilina são classe a para enxaqueca e dor crônica .,não tem,não tem
1770, ehhh vamo a drogarno con nafazolina puta alergia .,tem,não tem
1771, ehj 14denovembro diamundialdodiabetes glicose metabolismo conscientização doenca fome https www instagram com p bmyiil3ho5m .,não tem,não tem
1772, ei vc tem ai um butilbrometo de escopolamina dipirona to com cólica .,não tem,não tem
1774, eidama glicose anal num calor desse para né .,não tem,não tem
1775, eifrodo pepino nessas horas dá azia toma um omeprazol café da manhã perfeito tem bisnaguinha com maionese .,não tem,não tem
1776, eis que agora estou sofrendo pois tenho alergia a dipirona tbm mt bem thays .,não tem,não tem
1777, eita então é a deposição de cálcio nessa região ele acontece devagarinho por uns meses e gerar um desconforto parecido com o. eita toma um bromoprida sei la vc tem enxaqueca por causa de twd .,não tem,não tem
1778, ela acontece quando o nível de glicose fica baixo demais e geralmente ocorre em quem possui diabetes mas pode afetar quem não tem a doença pic twitter com kfxpl0uhih .,não tem,não tem
1779, ela combina carinho e dependência com poesia e inocência essa mina vicia ela é tipo nicotina pra quem fuma pic twitter com 8mafg7nnwx .,não tem,não tem
1780, ela deve precisar de levar a vacina para a raiva .,não tem,não tem
1781, ela deve ta louca de dor da vacina tadinha .,não tem,não tem
1782, ela disse também não seremos vencidos pela zika e dengue quem transmite a doença não é o mosquito é a mosquita haja olanzapina .,não tem,não tem
1783, ela estava doente o comprimido entrou na mente dipirona desceu quente dor de cabeça bebe .,não tem,não tem
1784, ela foi a calmaria pra minha agitação morfina pra dor que não cessava então .,não tem,não tem
1787, ela tava carente o comprimido entrou na mente dipirona desceu quente dor d cbç bb .,não tem,não tem
1788, ela tava doende dipirona entrou na mente comprimido desceu quente dor de cabeça bebê guilherme e ch kkkkkk os melhores .,não tem,não tem
1789, ela tava doente comprimido entro na mente dipirona desceu quente dor de cabeça bb .,não tem,não tem
1790, ela tava doente comprimido entrou na mente dipirona desceu quente dor de cabeça bb kkkkkkkkkkkkkkk .,não tem,não tem
1792, ela tava doente o comprimido entro na mente dipirona desceu quente dor de cabeça bb .,não tem,não tem
1794, ela tava doente o comprimido entrou na mente dipirona desceu quente dor de cabeça bebê .,não tem,não tem
1796, ela tava doente o dipirona entrou na mente comprimido desceu quente dor de cabeça bebê tudo certo mais deu errado dessa vez não tive sorte .,não tem,não tem
1798, ela tava doente o remédio entrou na mente dipirona desceu quente dor de cabeça bb tudo certo mais deu errado oficialmcth .,não tem,não tem
1800, ele não sabia que enquanto negava amor eu te amaria enquanto ele causava dor eu te curaria ele não sabia que seria minha .,não tem,não tem
1804, ele te passou o nimesulida é muuuito bom a dor vai embora rapidinho .,não tem,não tem
1805, eles deviam dar remédio pra ansiedade e omeprazol na matrícula hahahahahahahah .,não tem,não tem
1806, eliminação desidrogenação calor catalisador dehalogenação álcool zinco desidro halogenação koh álcool .,não tem,não tem
1807, elimine a acne com esses seis nutrientes zinco vitamina a e e c água selenio fuja das https www instagram com p bammjuheqvm .,não tem,não tem
1808, elinerodriguess dica de uma pessoa que tem enxaqueca remédios cefaliv ou meloxicam e dormir dormir faz quase todas as dores passarem .,não tem,não tem
1809, ellen canossa gagliardi murata problema resolvido o fim da dependência por budesonida http fb me 4lb9e6hre .,não tem,não tem
1811, em 12 horas tomei 3 comprimidos de dipirona 60 gotas de paracetamol e 1 buscopan tudo pra passar a cólica to de ressaca de remédio .,não tem,não tem
1812, em 3 horas eu já tomei 2 azitromicina 1 espidufen e 1 ibiprofeno e nada da minha dor passar isso so pode ser coisa do capeta .,não tem,não tem
1814, em pensar que eu não gostava dela tinha raiva sem no mínimo conhecer por causa de uma medicação no ringer .,não tem,não tem
1815, em picos de felicidade euforia exrtrema o cheiro e psicoativo suor que derrama sua pele excita dopamina quero alta dosagem .,não tem,não tem
1817, em tudo o que li confirma a associação de depressão à isotretinoína não mereço .,não tem,não tem
